folioviv,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
0600899087,1,0, , , , , , , ,6,4,2
0600901010,1,0, , , , , , , ,7,3,4
0600901037,1,0, , , , , , , ,2,0,2
0600901066,1,0, , , , , , , ,1,1,0
0600901121,1,0, , , , , , , ,5,1,4
0600905004,1,0, , , , , , , ,4,1,3
0600905024,1,0, , , , , , , ,3,3,0
0600905043,1,0, , , , , , , ,1,0,1
0600905066,1,0, , , , , , , ,3,0,3
0600908047,1,0, , , , , , , ,4,2,2
0600908073,1,0, , , , , , , ,2,1,1
0600908103,1,0, ,2,2,2,2,2,1,2,1,1
0600911041,1,0, , , , , , , ,3,2,1
0600911058,1,0, , , , , , , ,2,1,1
0600911097,1,0, , , , , , , ,4,1,3
0600914032,1,0, , , , , , , ,6,2,4
0600914053,1,0, , , , , , , ,6,5,1
0600914053,2,0, , , , , , , ,5,3,2
0600914079,1,0, , , , , , , ,3,0,3
0600919013,1,0, , , , , , , ,3,1,2
0600919013,2,0, , , , , , , ,3,1,2
0600919061,1,0, , , , , , , ,3,2,1
0600919082,1,0, , , , , , , ,3,2,1
0600919124,1,0, , , , , , , ,7,5,2
0600922031,1,0, , , , , , , ,2,0,2
0600922071,1,0, , , , , , , ,3,1,2
0600922096,1,0, , , , , , , ,2,1,1
0600922123,1,0, , , , , , , ,6,4,2
0600926078,1,0, , , , , , , ,2,1,1
0600926104,1,0, , , , , , , ,3,2,1
0600927010,1,0, , , , , , , ,4,2,2
0600927041,1,0, , , , , , , ,2,1,1
0600927063,1,0, , , , , , , ,2,2,0
0600927077,1,0, , , , , , , ,4,2,2
0600927100,1,0, , , , , , , ,4,1,3
0600930017,1,0, , , , , , , ,3,1,2
0600930049,1,0, , , , , , , ,3,1,2
0600930061,1,0, , , , , , , ,2,1,1
0600930094,1,0, , , , , , , ,6,2,4
0600930108,1,0, , , , , , , ,4,1,3
0600935016,1,0, , , , , , , ,1,0,1
0600935091,1,0, , , , , , , ,3,1,2
0600936003,1,0, , , , , , , ,4,0,4
0600936023,1,1,1, , , , , , ,4,2,2
0600936056,1,0, , , , , , , ,1,0,1
0600936082,1,0, ,2,1,2,2,2,2,3,1,2
0600938020,1,0, , , , , , , ,2,1,1
0600938031,1,0, , , , , , , ,2,1,1
0600938053,1,0, , , , , , , ,2,0,2
0600938079,1,0, , , , , , , ,3,2,1
0600938093,1,0, , , , , , , ,7,5,2
0600943011,1,0, , , , , , , ,1,1,0
0600943058,1,0, , , , , , , ,3,1,2
0600943107,1,0, , , , , , , ,6,0,6
0600948049,1,0, , , , , , , ,1,1,0
0600948069,1,0, , , , , , , ,3,2,1
0600948095,1,0, ,1,2,2,2,2,1,3,1,2
0600948145,1,0, , , , , , , ,4,2,2
0600948161,1,0, , , , , , , ,5,2,3
0600949030,1,0, , , , , , , ,6,3,3
0600949046,1,0, ,1,2,2,2,2,2,2,1,1
0600949119,1,0, , , , , , , ,8,3,5
0600962015,1,0, , , , , , , ,5,3,2
0600962049,1,0, ,2,2,2,2,2,1,4,3,1
0600962056,1,0, , , , , , , ,4,3,1
0600962080,1,0, ,2,1,2,2,2,2,4,3,1
0600962099,1,0, , , , , , , ,4,3,1
0600966050,1,0, , , , , , , ,2,1,1
0600966067,1,0, , , , , , , ,4,2,2
0600966105,1,0, , , , , , , ,3,0,3
0600966219,1,0, , , , , , , ,4,1,3
0600967051,1,0, ,2,2,2,2,2,1,6,4,2
0600967141,1,0, , , , , , , ,3,1,2
0600967154,1,0, ,2,2,2,2,2,1,2,1,1
0600967179,1,0, ,2,2,2,2,2,1,4,2,2
0600973020,1,0, , , , , , , ,1,0,1
0600973053,1,0, , , , , , , ,3,0,3
0600973079,1,0, , , , , , , ,4,3,1
0600973095,1,0, , , , , , , ,3,2,1
0600976019,1,0, , , , , , , ,4,3,1
0600976036,1,0, , , , , , , ,4,1,3
0600976057,1,0, , , , , , , ,5,3,2
0600976082,1,0, , , , , , , ,6,3,3
0600979021,1,0, , , , , , , ,4,1,3
0600979041,1,0, , , , , , , ,3,1,2
0600979074,1,0, , , , , , , ,3,0,3
0600979101,1,0, ,1,2,2,2,2,2,1,1,0
0600979119,1,0, , , , , , , ,4,2,2
0600980003,1,0, , , , , , , ,4,1,3
0600980020,1,0, , , , , , , ,3,1,2
0600980041,1,0, , , , , , , ,6,3,3
0600980057,1,0, , , , , , , ,4,1,3
0600980085,1,0, ,1,2,2,2,2,2,5,4,1
0600983005,1,0, , , , , , , ,6,5,1
0600983031,1,0, , , , , , , ,4,2,2
0600983056,1,0, , , , , , , ,4,2,2
0600983075,1,0, , , , , , , ,3,1,2
0600983098,1,0, , , , , , , ,5,2,3
0600987018,1,0, , , , , , , ,1,1,0
0600987037,1,0, , , , , , , ,6,3,3
0600987087,1,0, , , , , , , ,3,2,1
0600987094,1,0, , , , , , , ,2,1,1
0600992022,1,0, ,1,2,2,2,2,2,2,1,1
0600992084,1,0, ,2,2,2,2,2,1,3,1,2
0600992129,1,0, ,1,2,2,2,2,2,3,2,1
0600994023,1,0, , , , , , , ,5,2,3
0600994039,1,0, , , , , , , ,3,2,1
0600994081,1,0, , , , , , , ,3,2,1
0600994089,1,0, , , , , , , ,4,3,1
0600994114,1,0, , , , , , , ,2,1,1
0600997016,1,0, , , , , , , ,2,1,1
0600997036,1,0, , , , , , , ,8,4,4
0600997080,1,0, , , , , , , ,2,0,2
0600997101,1,0, , , , , , , ,2,0,2
0601004012,1,0, , , , , , , ,4,3,1
0601004037,1,0, , , , , , , ,5,3,2
0601004057,1,0, , , , , , , ,2,0,2
0601004094,1,0, , , , , , , ,1,1,0
0601004100,1,0, , , , , , , ,4,2,2
0601005001,1,0, , , , , , , ,2,0,2
0601005024,1,0, , , , , , , ,5,2,3
0601005047,1,0, , , , , , , ,2,1,1
0601005070,1,0, , , , , , , ,4,2,2
0601005093,1,0, , , , , , , ,2,1,1
0601009008,1,0, , , , , , , ,4,2,2
0601009050,1,0, , , , , , , ,8,3,5
0601009077,1,0, , , , , , , ,1,1,0
0601009109,1,0, , , , , , , ,3,0,3
0601014006,1,0, , , , , , , ,3,1,2
0601014023,1,0, , , , , , , ,4,2,2
0601014077,1,0, , , , , , , ,3,1,2
0601014099,1,0, , , , , , , ,2,1,1
0601014102,1,0, ,2,2,2,2,2,1,4,3,1
0601015007,1,0, , , , , , , ,4,1,3
0601015033,1,0, , , , , , , ,3,1,2
0601015067,1,0, ,1,2,2,2,2,2,3,2,1
0601015084,1,0, , , , , , , ,2,1,1
0601030023,1,0, , , , , , , ,5,1,4
0601030050,1,0, , , , , , , ,5,3,2
0601030105,1,0, , , , , , , ,3,2,1
0601031062,1,0, , , , , , , ,3,1,2
0601031085,1,0, , , , , , , ,3,2,1
0601031107,1,0, , , , , , , ,1,1,0
0601032002,1,0, , , , , , , ,2,0,2
0601032025,1,0, , , , , , , ,3,2,1
0601032039,1,0, , , , , , , ,6,2,4
0601032100,1,0, , , , , , , ,3,2,1
0601040042,1,0, , , , , , , ,3,1,2
0601040096,1,0, , , , , , , ,3,2,1
0601040117,1,0, , , , , , , ,1,0,1
0601040146,1,0, , , , , , , ,4,2,2
0601040160,1,0, , , , , , , ,3,2,1
0601041049,1,0, , , , , , , ,4,2,2
0601041066,1,0, , , , , , , ,3,1,2
0601041118,1,0, , , , , , , ,1,0,1
0601041151,1,0, , , , , , , ,4,1,3
0601041180,1,0, , , , , , , ,4,1,3
0601043036,1,0, , , , , , , ,3,2,1
0601043061,1,0, , , , , , , ,2,1,1
0601043066,1,0, , , , , , , ,4,2,2
0601043098,1,0, , , , , , , ,1,1,0
0601043130,1,0, , , , , , , ,6,3,3
0601046055,1,0, , , , , , , ,3,1,2
0601046151,1,0, ,1,2,2,2,2,1,3,1,2
0601046172,1,0, , , , , , , ,4,1,3
0601049019,1,0, , , , , , , ,6,2,4
0601049052,1,0, , , , , , , ,4,0,4
0601049052,2,0, , , , , , , ,4,1,3
0601049052,3,0, , , , , , , ,4,2,2
0601049052,4,0, , , , , , , ,1,1,0
0601049070,1,0, , , , , , , ,6,3,3
0601049096,1,0, , , , , , , ,4,2,2
0601049123,1,0, , , , , , , ,4,3,1
0601050007,1,0, , , , , , , ,4,1,3
0601050032,1,0, , , , , , , ,5,2,3
0601050073,1,0, , , , , , , ,4,1,3
0601050108,1,0, , , , , , , ,4,1,3
0601052017,1,0, , , , , , , ,1,1,0
0601052042,1,0, , , , , , , ,4,2,2
0601052065,1,0, ,2,2,2,2,2,1,1,1,0
0601052089,1,0, , , , , , , ,1,1,0
0601052107,1,0, , , , , , , ,2,0,2
0601056075,1,0, , , , , , , ,7,3,4
0601056078,1,0, , , , , , , ,4,2,2
0601056101,1,0, , , , , , , ,5,3,2
0601056126,1,0, , , , , , , ,2,1,1
0601061016,1,0, , , , , , , ,4,2,2
0601061060,1,0, , , , , , , ,5,2,3
0601061081,1,0, , , , , , , ,4,3,1
0601061100,1,0, , , , , , , ,4,3,1
0601062010,1,0, ,1,2,2,2,2,2,4,3,1
0601062060,1,0, , , , , , , ,4,3,1
0601062083,1,0, , , , , , , ,3,1,2
0601070008,1,0, , , , , , , ,3,0,3
0601070067,1,0, , , , , , , ,3,1,2
0601070089,1,0, , , , , , , ,1,0,1
0601070115,1,0, , , , , , , ,3,1,2
0601088012,1,0, , , , , , , ,3,2,1
0601088031,1,0, , , , , , , ,2,1,1
0601088050,1,0, , , , , , , ,1,0,1
0601088071,1,0, , , , , , , ,4,2,2
0601088091,1,0, , , , , , , ,5,2,3
0601091005,1,0, , , , , , , ,3,2,1
0601091023,1,0, , , , , , , ,4,3,1
0601091053,1,0, , , , , , , ,3,1,2
0601091081,1,0, , , , , , , ,1,0,1
0601092052,1,0, , , , , , , ,4,2,2
0601092070,1,0, ,2,2,2,2,2,1,1,0,1
0601092082,1,0, , , , , , , ,4,1,3
0601092114,1,0, , , , , , , ,5,3,2
0601105043,1,0, , , , , , , ,3,1,2
0601105066,1,0, , , , , , , ,2,1,1
0601105088,1,0, , , , , , , ,5,3,2
0601105126,1,0, , , , , , , ,5,3,2
0601107002,1,0, , , , , , , ,4,1,3
0601107020,1,0, ,1,2,2,2,2,2,4,2,2
0601107046,1,0, , , , , , , ,4,2,2
0601107068,1,0, , , , , , , ,1,0,1
0601107088,1,0, , , , , , , ,5,2,3
0601110025,1,0, , , , , , , ,4,1,3
0601110032,1,0, , , , , , , ,4,1,3
0601110054,1,0, , , , , , , ,3,0,3
0601110059,1,0, , , , , , , ,4,3,1
0601110087,1,0, , , , , , , ,4,1,3
0601112027,1,0, , , , , , , ,2,1,1
0601112064,1,0, , , , , , , ,4,3,1
0601112087,1,0, , , , , , , ,3,0,3
0601119011,1,0, , , , , , , ,3,3,0
0601119017,1,0, , , , , , , ,4,3,1
0601119101,1,0, , , , , , , ,5,3,2
0601119136,1,0, , , , , , , ,5,2,3
0601135040,1,0, , , , , , , ,5,2,3
0601135062,1,0, , , , , , , ,3,2,1
0601135116,1,0, , , , , , , ,3,2,1
0601138003,1,0, , , , , , , ,4,3,1
0601138025,1,0, , , , , , , ,5,2,3
0601138033,1,0, , , , , , , ,3,1,2
0601138064,1,0, , , , , , , ,5,2,3
0601143010,1,0, , , , , , , ,4,1,3
0601143023,1,0, , , , , , , ,5,3,2
0601143045,1,0, , , , , , , ,4,2,2
0601143068,1,0, , , , , , , ,4,2,2
0601143081,1,0, , , , , , , ,2,2,0
0601155058,1,0, , , , , , , ,2,1,1
0601155097,1,0, , , , , , , ,3,1,2
0601156009,1,0, , , , , , , ,4,3,1
0601156027,1,0, , , , , , , ,4,3,1
0601156090,1,0, , , , , , , ,3,2,1
0601157017,1,0, , , , , , , ,5,3,2
0601157040,1,0, , , , , , , ,2,0,2
0601157044,1,0, , , , , , , ,4,3,1
0601157055,1,0, , , , , , , ,3,2,1
0601157073,1,0, , , , , , , ,2,1,1
0601168020,1,0, , , , , , , ,2,0,2
0601168051,1,0, , , , , , , ,2,1,1
0601168071,1,0, , , , , , , ,1,1,0
0601168093,1,0, , , , , , , ,4,3,1
0601172005,1,0, , , , , , , ,5,3,2
0601172032,1,0, , , , , , , ,3,1,2
0601172054,1,0, , , , , , , ,2,1,1
0601172072,1,0, , , , , , , ,2,1,1
0601172097,1,0, , , , , , , ,2,0,2
0601173002,1,0, , , , , , , ,4,3,1
0601173018,1,0, , , , , , , ,2,2,0
0601173040,1,0, , , , , , , ,2,0,2
0601173067,1,0, , , , , , , ,4,2,2
0601175007,1,0, , , , , , , ,4,3,1
0601175037,1,0, , , , , , , ,5,3,2
0601175094,1,0, , , , , , , ,4,1,3
0601175114,1,0, , , , , , , ,2,1,1
0601175144,1,0, , , , , , , ,7,4,3
0601184001,1,0, , , , , , , ,5,3,2
0601184030,1,0, , , , , , , ,1,0,1
0601184054,1,0, , , , , , , ,1,0,1
0601184100,1,0, , , , , , , ,2,1,1
0601186003,1,0, , , , , , , ,2,1,1
0601186080,1,0, ,1,2,2,2,2,2,2,1,1
0601186102,1,0, ,1,2,2,2,2,1,4,1,3
0601186191,1,0, ,1,2,2,2,2,2,2,1,1
0601187037,1,0, , , , , , , ,2,1,1
0601187083,1,0, , , , , , , ,3,1,2
0601187116,1,0, , , , , , , ,4,1,3
0601188022,1,0, , , , , , , ,1,0,1
0601188066,1,0, ,1,2,2,2,2,2,4,1,3
0601188138,1,0, , , , , , , ,3,2,1
0601188237,1,0, , , , , , , ,5,2,3
0601188281,1,0, , , , , , , ,2,1,1
0601198040,1,0, ,1,2,2,2,2,2,3,1,2
0601198047,1,0, , , , , , , ,5,1,4
0601198074,1,0, , , , , , , ,5,2,3
0601198122,1,0, , , , , , , ,3,2,1
0601205062,1,0, , , , , , , ,1,0,1
0601205131,1,0, , , , , , , ,3,1,2
0601205143,1,0, ,2,2,2,2,2,1,4,1,3
0601205235,1,0, ,2,2,2,2,2,1,4,3,1
0601205257,1,0, , , , , , , ,2,0,2
0601207033,1,0, , , , , , , ,4,2,2
0601207120,1,0, , , , , , , ,1,1,0
0601207135,1,0, ,2,2,2,2,2,1,3,1,2
0601207171,1,0, , , , , , , ,2,1,1
0601208011,1,0, , , , , , , ,1,1,0
0601208071,1,0, , , , , , , ,2,1,1
0601209019,1,0, , , , , , , ,4,2,2
0601209046,1,0, , , , , , , ,1,0,1
0601209106,1,0, ,1,2,2,2,2,2,4,2,2
0601213032,1,0, ,2,2,2,2,2,1,4,1,3
0601213112,1,0, , , , , , , ,3,2,1
0601213157,1,0, , , , , , , ,5,1,4
0601213186,1,0, ,2,2,2,2,2,1,4,2,2
0601232013,1,0, , , , , , , ,4,1,3
0601232022,1,0, , , , , , , ,2,2,0
0601232070,1,0, , , , , , , ,4,2,2
0601232099,1,0, , , , , , , ,2,2,0
0601232129,1,0, , , , , , , ,2,1,1
0601236005,1,0, , , , , , , ,2,1,1
0601236040,1,0, , , , , , , ,3,2,1
0601236061,1,0, , , , , , , ,3,2,1
0601236080,1,0, , , , , , , ,4,2,2
0601236092,1,0, , , , , , , ,4,3,1
0601239018,1,0, , , , , , , ,3,1,2
0601239075,1,0, ,2,2,2,2,2,1,2,1,1
0601239085,1,0, , , , , , , ,2,1,1
0601239106,1,0, , , , , , , ,2,1,1
0601242036,1,0, , , , , , , ,3,2,1
0601242076,1,0, , , , , , , ,4,2,2
0601242116,1,0, , , , , , , ,4,2,2
0601244017,1,0, , , , , , , ,5,4,1
0601244049,1,0, , , , , , , ,4,2,2
0601244083,1,0, , , , , , , ,2,2,0
0601244096,1,0, , , , , , , ,5,3,2
0601244121,1,0, , , , , , , ,4,0,4
0601246053,1,0, , , , , , , ,5,2,3
0601246131,1,0, , , , , , , ,5,1,4
0601249018,1,0, , , , , , , ,5,4,1
0601249046,1,0, , , , , , , ,6,3,3
0601249069,1,0, , , , , , , ,1,0,1
0601249101,1,0, , , , , , , ,2,0,2
0601249138,1,0, , , , , , , ,4,3,1
0601250001,1,0, , , , , , , ,5,2,3
0601250018,1,0, , , , , , , ,1,0,1
0601250053,1,0, ,2,2,2,2,2,1,5,1,4
0601250073,1,0, ,1,2,2,2,2,2,3,2,1
0601250099,1,0, , , , , , , ,1,0,1
0601264002,1,0, , , , , , , ,2,1,1
0601264011,1,0, , , , , , , ,2,1,1
0601264047,1,0, , , , , , , ,3,2,1
0601264047,2,0, , , , , , , ,3,1,2
0601264047,3,0, , , , , , , ,4,2,2
0601264066,1,0, , , , , , , ,2,1,1
0601264078,1,0, , , , , , , ,7,3,4
0601264095,1,0, , , , , , , ,5,2,3
0601264110,1,0, , , , , , , ,2,1,1
0601264116,1,0, , , , , , , ,2,1,1
0601264174,1,0, , , , , , , ,5,3,2
0601264180,1,0, ,2,1,2,2,2,2,4,2,2
0601264196,1,0, , , , , , , ,3,2,1
0601264206,1,0, , , , , , , ,5,4,1
0601264217,1,0, , , , , , , ,3,2,1
0601264245,1,0, , , , , , , ,2,1,1
0601264256,1,0, , , , , , , ,4,1,3
0601264267,1,0, , , , , , , ,5,2,3
0601264288,1,0, , , , , , , ,2,0,2
0601268005,1,0, , , , , , , ,4,2,2
0601268015,1,0, , , , , , , ,4,1,3
0601268028,1,0, , , , , , , ,3,2,1
0601268041,1,0, , , , , , , ,3,2,1
0601268061,1,0, , , , , , , ,4,3,1
0601268071,1,0, , , , , , , ,2,1,1
0601268083,1,0, , , , , , , ,6,3,3
0601268094,1,0, , , , , , , ,3,2,1
0601268110,1,0, , , , , , , ,5,2,3
0601268139,1,0, , , , , , , ,3,2,1
0601268147,1,0, , , , , , , ,4,3,1
0601268157,1,0, , , , , , , ,3,1,2
0601268183,1,0, , , , , , , ,4,3,1
0601268191,1,0, , , , , , , ,3,2,1
0601268202,1,0, ,1,2,2,2,2,2,15,6,9
0601268237,1,0, , , , , , , ,3,2,1
0601273006,1,0, , , , , , , ,2,1,1
0601273017,1,0, , , , , , , ,4,3,1
0601273027,1,0, , , , , , , ,4,2,2
0601273036,1,0, , , , , , , ,4,2,2
0601273049,1,0, , , , , , , ,5,3,2
0601273068,1,0, , , , , , , ,1,0,1
0601273076,1,0, , , , , , , ,3,2,1
0601273098,1,0, , , , , , , ,3,2,1
0601273109,1,0, ,1,2,2,2,2,2,2,1,1
0601273113,1,0, , , , , , , ,8,4,4
0601273138,1,0, , , , , , , ,7,4,3
0601273151,1,0, , , , , , , ,2,1,1
0601273171,1,0, ,1,2,2,2,2,2,1,1,0
0601273225,1,0, , , , , , , ,2,1,1
0601273237,1,0, , , , , , , ,3,2,1
0601273244,1,0, , , , , , , ,7,5,2
0601273257,1,0, , , , , , , ,2,1,1
0601273263,1,0, , , , , , , ,1,1,0
0601292012,1,0, , , , , , , ,9,4,5
0601292024,1,0, , , , , , , ,4,2,2
0601292036,1,0, , , , , , , ,2,1,1
0601292071,1,0, , , , , , , ,4,2,2
0601292094,1,0, , , , , , , ,2,1,1
0601292104,1,0, , , , , , , ,10,6,4
0601292114,1,0, , , , , , , ,8,5,3
0601292126,1,0, , , , , , , ,5,1,4
0601292139,1,0, , , , , , , ,6,5,1
0601292149,1,0, , , , , , , ,2,1,1
0601292161,1,0, , , , , , , ,2,1,1
0601292176,1,0, , , , , , , ,6,4,2
0601292187,1,0, , , , , , , ,6,3,3
0601292196,1,0, , , , , , , ,4,1,3
0601292207,1,0, , , , , , , ,4,3,1
0601292220,1,0, , , , , , , ,2,0,2
0601294024,1,0, , , , , , , ,3,2,1
0601294047,1,0, , , , , , , ,2,1,1
0601294053,1,0, , , , , , , ,5,2,3
0601294057,1,0, , , , , , , ,3,0,3
0601294075,1,0, ,1,2,2,2,2,2,6,4,2
0601294084,1,0, , , , , , , ,3,0,3
0601294096,1,0, , , , , , , ,11,6,5
0601294108,1,0, , , , , , , ,2,1,1
0601294127,1,0, , , , , , , ,3,2,1
0601294133,1,0, , , , , , , ,4,2,2
0601294143,1,0, , , , , , , ,2,1,1
0601294155,1,0, , , , , , , ,1,1,0
0601294165,1,0, , , , , , , ,8,4,4
0601294182,1,0, , , , , , , ,3,1,2
0601294194,1,0, , , , , , , ,1,1,0
0601294200,1,0, , , , , , , ,2,1,1
0601294222,1,0, , , , , , , ,1,1,0
0601306003,1,0, , , , , , , ,4,1,3
0601306012,1,0, , , , , , , ,3,2,1
0601306025,1,0, , , , , , , ,2,1,1
0601306055,1,0, ,1,2,2,2,2,1,3,2,1
0601306070,1,0, , , , , , , ,4,3,1
0601306083,1,0, , , , , , , ,5,2,3
0601306092,1,0, , , , , , , ,4,2,2
0601306101,1,0, , , , , , , ,7,5,2
0601306115,1,0, , , , , , , ,3,2,1
0601306131,1,0, , , , , , , ,1,1,0
0601306144,1,0, , , , , , , ,2,1,1
0601306154,1,0, , , , , , , ,6,4,2
0601306174,1,0, , , , , , , ,2,0,2
0601306188,1,0, , , , , , , ,2,2,0
0601306234,1,0, , , , , , , ,8,3,5
0601306246,1,0, , , , , , , ,4,1,3
0601306256,1,0, , , , , , , ,3,0,3
0601311005,1,0, , , , , , , ,3,1,2
0601311017,1,0, , , , , , , ,2,1,1
0601311028,1,0, , , , , , , ,2,1,1
0601311039,1,0, , , , , , , ,3,1,2
0601311042,1,0, , , , , , , ,2,1,1
0601311054,1,0, ,1,2,2,2,2,2,3,3,0
0601311065,1,0, ,1,2,2,2,2,2,1,1,0
0601311093,1,0, , , , , , , ,5,2,3
0601311113,1,0, , , , , , , ,3,1,2
0601311121,1,0, ,1,2,2,2,2,2,2,1,1
0601311137,1,0, , , , , , , ,4,1,3
0601311140,1,0, ,1,2,2,2,2,2,5,3,2
0601311150,1,0, , , , , , , ,3,2,1
0601311206,1,0, , , , , , , ,2,2,0
0601311220,1,0, ,1,2,2,2,2,2,1,1,0
0601311229,1,0, , , , , , , ,1,1,0
0601311243,1,0, , , , , , , ,2,1,1
0601311262,1,0, , , , , , , ,2,2,0
0601322009,1,0, , , , , , , ,6,3,3
0601322029,1,0, , , , , , , ,8,3,5
0601322045,1,0, , , , , , , ,3,1,2
0601322056,1,0, , , , , , , ,2,1,1
0601322069,1,0, , , , , , , ,4,2,2
0601322089,1,0, , , , , , , ,3,2,1
0601322094,1,0, , , , , , , ,4,2,2
0601322115,1,0, , , , , , , ,4,3,1
0601322125,1,0, , , , , , , ,4,3,1
0601322134,1,0, , , , , , , ,5,3,2
0601322147,1,0, , , , , , , ,7,3,4
0601322155,1,0, , , , , , , ,6,4,2
0601322172,1,0, , , , , , , ,5,3,2
0601322180,1,0, ,1,2,2,2,2,2,2,1,1
0601322190,1,0, , , , , , , ,2,1,1
0601322212,1,0, , , , , , , ,2,1,1
0601322238,1,0, , , , , , , ,5,2,3
0601322247,1,0, , , , , , , ,1,1,0
0601330009,1,0, , , , , , , ,5,3,2
0601330009,2,0, , , , , , , ,3,1,2
0601330009,3,0, , , , , , , ,2,1,1
0601330009,4,0, , , , , , , ,4,1,3
0601330021,1,0, , , , , , , ,1,1,0
0601330036,1,0, , , , , , , ,3,2,1
0601330054,1,0, , , , , , , ,1,0,1
0601330080,1,0, , , , , , , ,4,1,3
0601330104,1,0, , , , , , , ,13,7,6
0601330139,1,0, , , , , , , ,10,5,5
0601330150,1,0, , , , , , , ,4,2,2
0601330157,1,0, , , , , , , ,2,1,1
0601330178,1,0, , , , , , , ,5,2,3
0601330195,1,0, , , , , , , ,4,1,3
0601330207,1,0, , , , , , , ,2,1,1
0601330225,1,0, ,2,1,2,2,2,2,1,0,1
0601330241,1,0, , , , , , , ,4,1,3
0601330255,1,0, , , , , , , ,4,2,2
0601330272,1,0, , , , , , , ,6,2,4
0601330272,2,0, , , , , , , ,2,1,1
0601330304,1,0, , , , , , , ,10,5,5
0601330317,1,0, , , , , , , ,5,2,3
0601330323,1,0, , , , , , , ,5,3,2
0601331008,1,0, , , , , , , ,3,2,1
0601331019,1,0, , , , , , , ,5,2,3
0601331019,2,0, , , , , , , ,3,1,2
0601331035,1,0, , , , , , , ,3,2,1
0601331045,1,0, , , , , , , ,4,2,2
0601331057,1,0, , , , , , , ,5,3,2
0601331071,1,0, , , , , , , ,3,1,2
0601331077,1,0, , , , , , , ,3,1,2
0601331090,1,0, , , , , , , ,4,3,1
0601331096,1,0, , , , , , , ,4,1,3
0601331118,1,0, , , , , , , ,3,2,1
0601331131,1,0, , , , , , , ,6,4,2
0601331144,1,0, , , , , , , ,3,1,2
0601331156,1,0, , , , , , , ,3,2,1
0601331181,1,0, , , , , , , ,4,3,1
0601331195,1,0, , , , , , , ,2,1,1
0601331206,1,0, , , , , , , ,5,2,3
0601331222,1,0, , , , , , , ,1,0,1
0601331249,1,0, ,1,2,2,2,2,2,1,0,1
0601331265,1,0, , , , , , , ,2,1,1
0601334018,1,0, , , , , , , ,3,2,1
0601334036,1,0, , , , , , , ,2,1,1
0601334047,1,0, , , , , , , ,3,1,2
0601334057,1,0, , , , , , , ,7,2,5
0601334069,1,0, , , , , , , ,4,2,2
0601334083,1,0, , , , , , , ,6,4,2
0601334096,1,0, , , , , , , ,3,2,1
0601334096,2,0, , , , , , , ,6,2,4
0601334108,1,0, , , , , , , ,6,3,3
0601334117,1,0, , , , , , , ,3,1,2
0601334129,1,0, , , , , , , ,3,2,1
0601334138,1,0, , , , , , , ,4,2,2
0601334149,1,0, , , , , , , ,4,2,2
0601334159,1,0, , , , , , , ,7,4,3
0601334165,1,0, , , , , , , ,5,1,4
0601334191,1,0, , , , , , , ,7,5,2
0601334203,1,0, , , , , , , ,3,1,2
0601334214,1,0, , , , , , , ,2,1,1
0601334224,1,0, , , , , , , ,2,2,0
0601364034,1,0, , , , , , , ,1,1,0
0601364068,1,0, , , , , , , ,6,4,2
0601364092,1,0, , , , , , , ,3,1,2
0601364106,1,0, , , , , , , ,4,2,2
0601364124,1,0, , , , , , , ,4,1,3
0601364141,1,0, , , , , , , ,5,1,4
0601364164,1,0, , , , , , , ,5,2,3
0601364195,1,0, , , , , , , ,4,2,2
0601364205,1,0, , , , , , , ,7,3,4
0601364230,1,0, , , , , , , ,3,2,1
0601364266,1,0, , , , , , , ,5,2,3
0601364273,1,0, , , , , , , ,2,1,1
0601364325,1,0, ,1,2,2,2,2,2,2,1,1
0601364338,1,0, , , , , , , ,1,1,0
0601364358,1,0, , , , , , , ,4,3,1
0601364372,1,0, , , , , , , ,1,0,1
0601364377,1,0, , , , , , , ,3,0,3
0601368007,1,0, , , , , , , ,3,1,2
0601368015,1,0, , , , , , , ,2,0,2
0601368031,1,0, , , , , , , ,6,3,3
0601368039,1,0, , , , , , , ,2,1,1
0601368052,1,0, , , , , , , ,5,3,2
0601368071,1,0, , , , , , , ,5,2,3
0601368085,1,0, , , , , , , ,3,2,1
0601368092,1,0, , , , , , , ,8,2,6
0601368100,1,0, , , , , , , ,2,1,1
0601368114,1,0, , , , , , , ,5,1,4
0601368126,1,0, , , , , , , ,6,3,3
0601368132,1,0, , , , , , , ,2,1,1
0601368137,1,0, , , , , , , ,2,2,0
0601368167,1,0, , , , , , , ,5,1,4
0601368180,1,0, , , , , , , ,17,12,5
0601368199,1,0, , , , , , , ,1,1,0
0601380006,1,0, , , , , , , ,1,1,0
0601380025,1,0, , , , , , , ,2,1,1
0601380033,1,0, , , , , , , ,4,2,2
0601380040,1,0, , , , , , , ,2,1,1
0601380054,1,0, , , , , , , ,4,3,1
0601380063,1,0, , , , , , , ,2,1,1
0601380073,1,0, , , , , , , ,4,3,1
0601380073,2,0, , , , , , , ,4,3,1
0601380082,1,0, , , , , , , ,2,1,1
0601380113,1,0, ,1,2,2,2,2,1,4,1,3
0601380117,1,0, , , , , , , ,4,2,2
0601380128,1,0, , , , , , , ,1,0,1
0601380148,1,0, , , , , , , ,2,1,1
0601380169,1,0, , , , , , , ,5,1,4
0601380185,1,0, , , , , , , ,6,3,3
